"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-03-08","Afghanistan","阿富汗",4,0
"2020-03-08","Algeria","阿尔及利亚",17,0
"2020-03-08","Andorra","安道尔",1,0
"2020-03-08","Argentina","阿根廷 ",12,1
"2020-03-08","Armenia","亚美尼亚",1,0
"2020-03-08","Australia","澳大利亚",77,3
"2020-03-08","Austria","奥地利",102,0
"2020-03-08","Azerbaijan","阿塞拜疆",9,0
"2020-03-08","Bahrain","巴林",79,0
"2020-03-08","Belarus","白俄罗斯",6,0
"2020-03-08","Belgium","比利时",200,0
"2020-03-08","Bhutan","不丹",1,0
"2020-03-08","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",2,0
"2020-03-08","Brazil","巴西",25,0
"2020-03-08","Bulgaria","保加利亚",4,0
"2020-03-08","Cambodia","柬埔寨",2,0
"2020-03-08","Cameroon","喀麦隆",2,0
"2020-03-08","Canada","加拿大",60,0
"2020-03-08","Chile","智利",10,0
"2020-03-08","China","中国",80904,3123
"2020-03-08","Colombia","哥伦比亚",1,0
"2020-03-08","Costa Rica","哥斯达黎加",9,0
"2020-03-08","Croatia","克罗地亚",11,0
"2020-03-08","Czech Republic","捷克",32,0
"2020-03-08","Denmark","丹麦",36,0
"2020-03-08","Dominican Republic","多米尼加 ",1,0
"2020-03-08","Ecuador","厄瓜多尔",15,0
"2020-03-08","Egypt","埃及",55,1
"2020-03-08","Estonia","爱沙尼亚",10,0
"2020-03-08","Finland","芬兰",30,0
"2020-03-08","France","法国",1116,19
"2020-03-08","French Guiana","",5,0
"2020-03-08","Georgia","格鲁吉亚",13,0
"2020-03-08","Germany","德国",902,0
"2020-03-08","Gibraltar","",1,0
"2020-03-08","Greece","希腊",73,0
"2020-03-08","Holy See","",1,0
"2020-03-08","Hungary","匈牙利",8,0
"2020-03-08","Iceland","冰岛",55,0
"2020-03-08","India","印度",39,0
"2020-03-08","Indonesia","印度尼西亚",6,0
"2020-03-08","International conveyance (Diamond Princess)","",696,7
"2020-03-08","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",6566,194
"2020-03-08","Iraq","伊拉克",60,6
"2020-03-08","Ireland","爱尔兰",21,0
"2020-03-08","Israel","以色列",39,0
"2020-03-08","Italy","意大利",7375,366
"2020-03-08","Japan","日本",488,7
"2020-03-08","Jordan","约旦",1,0
"2020-03-08","Kuwait","科威特",64,0
"2020-03-08","Latvia","拉脱维亚",3,0
"2020-03-08","Lebanon","黎巴嫩",32,0
"2020-03-08","Liechtenstein","",1,0
"2020-03-08","Lithuania","立陶宛",1,0
"2020-03-08","Luxembourg","卢森堡",2,0
"2020-03-08","Malaysia","马来西亚",93,0
"2020-03-08","Maldives","马尔代夫",4,0
"2020-03-08","Malta","马耳他",3,0
"2020-03-08","Martinique","",2,0
"2020-03-08","Mexico","墨西哥",7,0
"2020-03-08","Monaco","摩纳哥",1,0
"2020-03-08","Morocco","摩洛哥",2,0
"2020-03-08","Nepal","尼泊尔",1,0
"2020-03-08","Netherlands","荷兰",265,3
"2020-03-08","New Zealand","新西兰",5,0
"2020-03-08","Nigeria","尼日利亚",1,0
"2020-03-08","North Macedonia","北马其顿",3,0
"2020-03-08","Norway","挪威",169,0
"2020-03-08","Occupied Palestinian Territory","",19,0
"2020-03-08","Oman","阿曼",16,0
"2020-03-08","Pakistan","巴基斯坦",6,0
"2020-03-08","Peru","秘鲁",6,0
"2020-03-08","Philippines","菲律宾",10,1
"2020-03-08","Poland","波兰",11,0
"2020-03-08","Portugal","葡萄牙",30,0
"2020-03-08","Qatar","卡塔尔",12,0
"2020-03-08","Republic of Korea","大韩民国",7382,51
"2020-03-08","Republic of Moldova","摩尔多瓦共和国",1,0
"2020-03-08","Romania","罗马尼亚",15,0
"2020-03-08","Russian Federation","俄罗斯联邦",7,0
"2020-03-08","Saint Barthelemy","",1,0
"2020-03-08","Saint Martin","",2,0
"2020-03-08","San Marino","圣马力诺",37,1
"2020-03-08","Saudi Arabia","沙特阿拉伯",15,0
"2020-03-08","Senegal","塞内加尔",4,0
"2020-03-08","Serbia","塞尔维亚",1,0
"2020-03-08","Singapore","新加坡",150,0
"2020-03-08","Slovakia","斯洛伐克",5,0
"2020-03-08","Slovenia","斯洛文尼亚",16,0
"2020-03-08","South Africa","南非",3,0
"2020-03-08","Spain","西班牙",589,10
"2020-03-08","Sri Lanka","斯里兰卡",1,0
"2020-03-08","Sweden","瑞典",203,0
"2020-03-08","Switzerland","瑞士",332,2
"2020-03-08","Thailand","泰国",50,1
"2020-03-08","Togo","多哥",1,0
"2020-03-08","Tunisia","突尼斯",2,0
"2020-03-08","Ukraine","乌克兰",1,0
"2020-03-08","United Arab Emirates","阿拉伯联合酋长国",45,0
"2020-03-08","United Kingdom","大不列颠及北爱尔兰联合王国",277,2
"2020-03-08","United States of America","美利坚合众国",213,11
"2020-03-08","Viet Nam","越南",30,0
"2020-03-08","Faroe Islands","",3,0
"2020-03-08","Bangladesh","孟加拉国",3,0
"2020-03-08","Albania","阿尔巴尼亚",2,0
