"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-03-17","Afghanistan","阿富汗",22,0
"2020-03-17","Albania","阿尔巴尼亚",55,1
"2020-03-17","Algeria","阿尔及利亚",60,5
"2020-03-17","Andorra","安道尔",16,0
"2020-03-17","Antigua and Barbuda","安提瓜和巴布达",1,0
"2020-03-17","Argentina","阿根廷 ",79,2
"2020-03-17","Armenia","亚美尼亚",52,0
"2020-03-17","Australia","澳大利亚",510,6
"2020-03-17","Austria","奥地利",1471,3
"2020-03-17","Azerbaijan","阿塞拜疆",34,1
"2020-03-17","Bahrain","巴林",237,1
"2020-03-17","Bangladesh","孟加拉国",10,0
"2020-03-17","Belarus","白俄罗斯",46,0
"2020-03-17","Belgium","比利时",1486,14
"2020-03-17","Bhutan","不丹",1,0
"2020-03-17","Bolivia (Plurinational State of)","玻利维亚（多民族国）",12,0
"2020-03-17","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",26,0
"2020-03-17","Brazil","巴西",234,0
"2020-03-17","Brunei Darussalam","文莱达鲁萨兰国",56,0
"2020-03-17","Bulgaria","保加利亚",81,2
"2020-03-17","Burkina Faso","布基纳法索",20,0
"2020-03-17","Cambodia","柬埔寨",33,0
"2020-03-17","Cameroon","喀麦隆",10,0
"2020-03-17","Canada","加拿大",447,1
"2020-03-17","Cayman Islands","Cayman Islands",1,1
"2020-03-17","Central African Republic","中非共和国",1,0
"2020-03-17","Chile","智利",201,0
"2020-03-17","Colombia","哥伦比亚",65,0
"2020-03-17","Congo","刚果",1,0
"2020-03-17","Costa Rica","哥斯达黎加",50,0
"2020-03-17","Croatia","克罗地亚",65,0
"2020-03-17","Cuba","古巴",5,0
"2020-03-17","Curacao","Curacao",3,0
"2020-03-17","Cyprus","塞浦路斯",33,0
"2020-03-17","Czechia","捷克",464,0
"2020-03-17","Democratic Republic of the Congo","刚果民主共和国",7,0
"2020-03-17","Denmark","丹麦",1044,4
"2020-03-17","Dominican Republic","多米尼加 ",21,1
"2020-03-17","Ecuador","厄瓜多尔",58,2
"2020-03-17","Egypt","埃及",196,6
"2020-03-17","Equatorial Guinea","赤道几内亚",3,0
"2020-03-17","Estonia","爱沙尼亚",258,0
"2020-03-17","Eswatini","斯威士兰",1,0
"2020-03-17","Ethiopia","埃塞俄比亚",6,0
"2020-03-17","Faroe Islands","Faroe Islands",47,0
"2020-03-17","Finland","芬兰",319,0
"2020-03-17","France","法国",7652,175
"2020-03-17","French Guiana","French Guiana",11,0
"2020-03-17","French Polynesia","French Polynesia",3,0
"2020-03-17","Gabon","加蓬",3,0
"2020-03-17","Georgia","格鲁吉亚",38,0
"2020-03-17","Germany","德国",7156,13
"2020-03-17","Ghana","加纳",7,0
"2020-03-17","Gibraltar","Gibraltar",3,0
"2020-03-17","Greece","希腊",387,4
"2020-03-17","Guadeloupe","Guadeloupe",27,0
"2020-03-17","Guernsey","Guernsey",1,0
"2020-03-17","Guinea","几内亚",1,0
"2020-03-17","Guyana","圭亚那",4,1
"2020-03-17","Holy See","Holy See",1,0
"2020-03-17","Honduras","洪都拉斯",8,0
"2020-03-17","Hungary","匈牙利",58,1
"2020-03-17","Iceland","冰岛",225,0
"2020-03-17","India","印度",147,3
"2020-03-17","Indonesia","印度尼西亚",172,5
"2020-03-17","International conveyance (Diamond Princess)","International conveyance (Diamond Princess)",712,7
"2020-03-17","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",16169,988
"2020-03-17","Iraq","伊拉克",154,11
"2020-03-17","Ireland","爱尔兰",292,2
"2020-03-17","Israel","以色列",304,0
"2020-03-17","Italy","意大利",31506,2503
"2020-03-17","Jamaica","牙买加",12,0
"2020-03-17","Japan","日本",873,29
"2020-03-17","Jersey","Jersey",5,0
"2020-03-17","Jordan","约旦",48,0
"2020-03-17","Kazakhstan","哈萨克斯坦",33,0
"2020-03-17","Kenya","肯尼亚",4,0
"2020-03-17","Kuwait","科威特",142,0
"2020-03-17","Latvia","拉脱维亚",71,0
"2020-03-17","Lebanon","黎巴嫩",120,3
"2020-03-17","Liechtenstein","Liechtenstein",7,0
"2020-03-17","Lithuania","立陶宛",26,0
"2020-03-17","Luxembourg","卢森堡",203,2
"2020-03-17","Malaysia","马来西亚",673,2
"2020-03-17","Maldives","马尔代夫",13,0
"2020-03-17","Malta","马耳他",38,0
"2020-03-17","Martinique","Martinique",16,0
"2020-03-17","Mauritania","毛里塔尼亚",1,0
"2020-03-17","Mayotte","Mayotte",3,0
"2020-03-17","Mexico","墨西哥",93,0
"2020-03-17","Monaco","摩纳哥",9,0
"2020-03-17","Mongolia","蒙古",5,0
"2020-03-17","Morocco","摩洛哥",49,2
"2020-03-17","Namibia","纳米比亚",2,0
"2020-03-17","Nepal","尼泊尔",1,0
"2020-03-17","Netherlands","荷兰",1705,43
"2020-03-17","New Zealand","新西兰",20,0
"2020-03-17","Nigeria","尼日利亚",3,0
"2020-03-17","North Macedonia","北马其顿",31,0
"2020-03-17","Norway","挪威",1423,3
"2020-03-17","occupied Palestinian territory","occupied Palestinian territory",44,0
"2020-03-17","Oman","阿曼",33,0
"2020-03-17","Pakistan","巴基斯坦",241,0
"2020-03-17","Panama","巴拿马",86,1
"2020-03-17","Paraguay","巴拉圭",11,0
"2020-03-17","Peru","秘鲁",117,0
"2020-03-17","Philippines","菲律宾",187,14
"2020-03-17","Poland","波兰",246,5
"2020-03-17","Portugal","葡萄牙",448,1
"2020-03-17","Puerto Rico","Puerto Rico",3,0
"2020-03-17","Qatar","卡塔尔",442,0
"2020-03-17","Republic of Korea","大韩民国",8413,84
"2020-03-17","Republic of Moldova","摩尔多瓦共和国",30,0
"2020-03-17","Réunion","Réunion",12,0
"2020-03-17","Romania","罗马尼亚",246,0
"2020-03-17","Russian Federation","俄罗斯联邦",114,0
"2020-03-17","Rwanda","卢旺达",8,0
"2020-03-17","Saint Barthelemy","Saint Barthélemy",3,0
"2020-03-17","Saint Martin","Saint Martin",2,0
"2020-03-17","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",1,0
"2020-03-17","San Marino","圣马力诺",104,11
"2020-03-17","Saudi Arabia","沙特阿拉伯",171,0
"2020-03-17","Senegal","塞内加尔",31,0
"2020-03-17","Serbia","塞尔维亚",85,0
"2020-03-17","Seychelles","塞舌尔",4,0
"2020-03-17","Singapore","新加坡",266,0
"2020-03-17","Slovakia","斯洛伐克",97,0
"2020-03-17","Slovenia","斯洛文尼亚",275,1
"2020-03-17","South Africa","南非",85,0
"2020-03-17","Spain","西班牙",11178,491
"2020-03-17","Sri Lanka","斯里兰卡",42,0
"2020-03-17","Sudan","Sudan",1,1
"2020-03-17","Sweden","瑞典",1167,3
"2020-03-17","Switzerland","瑞士",2650,19
"2020-03-17","Thailand","泰国",212,1
"2020-03-17","The United Kingdom","大不列颠及北爱尔兰联合王国",1954,60
"2020-03-17","Togo","多哥",1,0
"2020-03-17","Trinidad and Tobago","特立尼达和多巴哥",5,0
"2020-03-17","Tunisia","突尼斯",24,0
"2020-03-17","Turkey","土耳其",98,1
"2020-03-17","Ukraine","乌克兰",14,2
