"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-04-11","Hungary","匈牙利",1410,99
"2020-04-11","Estonia","爱沙尼亚",1304,24
"2020-04-11","Slovenia","斯洛文尼亚",1188,50
"2020-04-11","Azerbaijan","阿塞拜疆",1058,11
"2020-04-11","Lithuania","立陶宛",1053,23
"2020-04-11","Armenia","亚美尼亚",1013,13
"2020-04-11","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",948,37
"2020-04-11","Kazakhstan","哈萨克斯坦",897,10
"2020-04-11","North Macedonia","北马其顿",828,34
"2020-04-11","Uzbekistan","乌兹别克斯坦",796,3
"2020-04-11","Slovakia","斯洛伐克",728,2
"2020-04-11","Bulgaria","保加利亚",661,28
"2020-04-11","Latvia","拉脱维亚",630,3
"2020-04-11","Andorra","安道尔",622,28
"2020-04-11","Cyprus","塞浦路斯",616,15
"2020-04-11","Albania","阿尔巴尼亚",446,23
"2020-04-11","Kyrgyzstan","吉尔吉斯斯坦",377,5
"2020-04-11","Malta","马耳他",370,3
"2020-04-11","San Marino","圣马力诺",356,35
"2020-04-11","Montenegro","黑山",262,2
"2020-04-11","Georgia","格鲁吉亚",252,3
"2020-04-11","Liechtenstein","列支敦士登
",80,1
"2020-04-11","Monaco","摩纳哥",54,0
"2020-04-11","Holy See","梵蒂冈
",8,0
"2020-04-11","Kosovo[1]","科索沃[1]",283,7
"2020-04-11","Isle of Man","马恩岛
",204,1
"2020-04-11","Guernsey","根西岛
",200,6
"2020-04-11","Jersey","泽西岛
",198,4
"2020-04-11","Faroe Islands","法罗群岛
",184,0
"2020-04-11","Gibraltar","直布罗陀
",113,1
"2020-04-11","Greenland","格陵兰岛
",11,0
"2020-04-11","India","印度",8356,273
"2020-04-11","Indonesia","印度尼西亚",4241,373
"2020-04-11","Thailand","泰国",2551,38
"2020-04-11","Bangladesh","孟加拉国",621,34
"2020-04-11","Sri Lanka","斯里兰卡",199,7
"2020-04-11","Myanmar","缅甸",38,3
"2020-04-11","Maldives","马尔代夫",19,0
"2020-04-11","Nepal","尼泊尔",9,0
"2020-04-11","Bhutan","不丹",5,0
"2020-04-11","Timor-Leste","东帝汶",2,0
"2020-04-11","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",70029,4357
"2020-04-11","Pakistan","巴基斯坦",5038,86
"2020-04-11","Saudi Arabia","沙特阿拉伯",4033,52
"2020-04-11","United Arab Emirates","阿拉伯联合酋长国",3736,20
"2020-04-11","Qatar","卡塔尔",2728,6
"2020-04-11","Egypt","埃及",1939,146
"2020-04-11","Morocco","摩洛哥",1545,111
"2020-04-11","Iraq","伊拉克",1318,72
"2020-04-11","Kuwait","科威特",1154,1
"2020-04-11","Bahrain","巴林",1040,6
"2020-04-11","Tunisia","突尼斯",685,28
"2020-04-11","Lebanon","黎巴嫩",619,20
"2020-04-11","Oman","阿曼",599,3
"2020-04-11","Afghanistan","阿富汗",555,18
"2020-04-11","Jordan","约旦",381,7
"2020-04-11","Djibouti","吉布提",187,2
"2020-04-11","Libya","利比亚",25,1
"2020-04-11","Syrian Arab Republic","阿拉伯叙利亚共和国",25,2
"2020-04-11","Somalia","索马里",21,1
"2020-04-11","Sudan","苏丹",19,2
"2020-04-11","Yemen","也门",1,0
"2020-04-11","occupied Palestinian territory","巴勒斯坦被占领土
",268,2
"2020-04-11","United States of America","美利坚合众国",492881,18516
"2020-04-11","Canada","加拿大",22544,600
"2020-04-11","Brazil","巴西",19638,1056
"2020-04-11","Ecuador","厄瓜多尔",7257,315
"2020-04-11","Chile","智利",6927,73
"2020-04-11","Peru","秘鲁",5897,169
"2020-04-11","Mexico","墨西哥",3844,233
"2020-04-11","Panama","巴拿马",2974,74
"2020-04-11","Dominican Republic","多米尼加 ",2620,126
"2020-04-11","Colombia","哥伦比亚",2473,80
"2020-04-11","Argentina","阿根廷 ",1975,82
"2020-04-11","Cuba","古巴",620,16
"2020-04-11","Costa Rica","哥斯达黎加",558,3
"2020-04-11","Uruguay","乌拉圭",494,7
"2020-04-11","Honduras","洪都拉斯",392,24
"2020-04-11","Bolivia (Plurinational State of)","玻利维亚（多民族国）",275,20
"2020-04-11","Venezuela (Bolivarian Republic of)","委内瑞拉(玻利瓦尔共和国)",171,9
"2020-04-11","Guatemala","危地马拉",137,3
"2020-04-11","Paraguay","巴拉圭",133,6
"2020-04-11","El Salvador","萨尔瓦多",118,6
"2020-04-11","Trinidad and Tobago","特立尼达和多巴哥",109,8
"2020-04-11","Barbados","巴巴多斯",67,4
"2020-04-11","Jamaica","牙买加",65,4
"2020-04-11","Bahamas","巴哈马",42,8
"2020-04-11","Guyana","圭亚那",37,6
"2020-04-11","Haiti","海地",31,2
"2020-04-11","Antigua and Barbuda","安提瓜和巴布达",21,2
"2020-04-11","Dominica","多米尼克",16,0
"2020-04-11","Saint Lucia","圣卢西亚",15,0
"2020-04-11","Grenada","格林纳达",14,0
"2020-04-11","Saint Kitts and Nevis","圣基茨和尼维斯",12,0
"2020-04-11","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",12,0
"2020-04-11","Belize","伯利兹",10,2
"2020-04-11","Suriname","苏里南",10,1
"2020-04-11","Nicaragua","尼加拉瓜",7,1
"2020-04-11","Puerto Rico","波多黎各
",788,42
"2020-04-11","Martinique","马提尼克岛
",155,6
"2020-04-11","Guadeloupe","瓜德罗普岛
",143,8
"2020-04-11","Aruba","阿鲁巴
",92,0
"2020-04-11","French Guiana","法属圭亚那
",86,0
"2020-04-11","United States Virgin Islands","美属维尔京群岛
",53,1
"2020-04-11","Sint Maarten","圣马丁
",50,9
"2020-04-11","Bermuda","百慕大
",48,4
"2020-04-11","Cayman Islands","开曼群岛
",45,1
"2020-04-11","Saint Martin","圣马丁岛
",33,2
"2020-04-11","Curaçao","库拉索岛
",14,1
"2020-04-11","Montserrat","蒙特塞拉特岛
",9,0
"2020-04-11","Turks and Caicos Islands","特克斯和凯科斯群岛
",8,1
"2020-04-11","Saint Barthélemy","圣巴泰勒米
",6,0
"2020-04-11","Falkland Islands (Malvinas)","福克兰群岛（马尔维纳斯群岛）
",5,0
"2020-04-11","Anguilla","安圭拉
",3,0
"2020-04-11","British Virgin Islands","英属维尔京群岛
",3,0
"2020-04-11","Bonaire, Sint Eustatius and Saba","博内尔、圣尤斯特歇斯和萨巴
",2,0
"2020-04-11","Saint Pierre and Miquelon","圣皮埃尔和密克隆岛
",1,0
"2020-04-11","South Africa","南非",2028,25
"2020-04-11","Algeria","阿尔及利亚",1825,275
"2020-04-11","Cameroon","喀麦隆",803,10
"2020-04-11","Côte d’Ivoire","科特迪瓦",533,4
"2020-04-11","Niger","尼日尔",491,11
"2020-04-11","Burkina Faso","布基纳法索",443,19
"2020-04-11","Ghana","加纳",408,8
"2020-04-11","Mauritius","毛里求斯",319,9
"2020-04-11","Nigeria","尼日利亚",318,10
"2020-04-11","Senegal","塞内加尔",278,2
"2020-04-11","Guinea","几内亚",250,0
"2020-04-11","Democratic Republic of the Congo","刚果民主共和国",223,20
"2020-04-11","Kenya","肯尼亚",191,7
"2020-04-11","Rwanda","卢旺达",120,0
"2020-04-11","Madagascar","马达加斯加",104,0
"2020-04-11","Mali","马里",87,7
"2020-04-11","Togo","多哥",73,3
"2020-04-11","Ethiopia","埃塞俄比亚",69,3
"2020-04-11","Congo","刚果",60,5
"2020-04-11","Uganda","乌干达",53,0
"2020-04-11","Gabon","加蓬",49,1
"2020-04-11","Liberia","利比里亚",48,5
"2020-04-11","Zambia","赞比亚",40,2
"2020-04-11","Guinea-Bissau","几内亚比绍",38,0
"2020-04-11","Benin","贝宁",35,2
"2020-04-11","Eritrea","厄立特里亚",33,0
"2020-04-11","United Republic of Tanzania","坦桑尼亚联合共和国",32,3
"2020-04-11","Mozambique","莫桑比克",20,0
"2020-04-11","Angola","安哥拉",19,2
"2020-04-11","Equatorial Guinea","赤道几内亚",18,0
"2020-04-11","Namibia","纳米比亚",16,0
"2020-04-11","Botswana","博茨瓦纳",13,1
"2020-04-11","Zimbabwe","津巴布韦",13,3
"2020-04-11","Eswatini","斯威士兰",12,0
"2020-04-11","Malawi","马拉维",12,2
"2020-04-11","Central African Republic","中非共和国",11,0
"2020-04-11","Chad","乍得",11,0
"2020-04-11","Seychelles","塞舌尔",11,0
"2020-04-11","Gambia","冈比亚",9,1
"2020-04-11","Sierra Leone","塞拉利昂",8,0
"2020-04-11","Cabo Verde","佛得角",7,1
"2020-04-11","Mauritania","毛里塔尼亚",7,1
"2020-04-11","Sao Tome and Principe","圣多美和普林西比",4,0
"2020-04-11","South Sudan","南苏丹",4,0
"2020-04-11","Burundi","布隆迪",3,0
"2020-04-11","Réunion","留尼汪岛
",388,0
"2020-04-11","Mayotte","马约特岛
",191,2
"2020-04-11","International conveyance (Diamond Princess)","国际交通工具（“钻石公主号”邮轮）)",712,11
